title,session,authors,affiliations,pdf_url
Learning From All Vehicles,Navigation & Autonomous Driving,"['Dian Chen', 'Philipp Kr\\u00e4henb\\u00fchl']",['UT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Chen_Learning_From_All_Vehicles_CVPR_2022_paper.pdf
LIFT: Learning 4D LiDAR Image Fusion Transformer for 3D Object Detection,Navigation & Autonomous Driving,"['Yihan Zeng', 'Da Zhang']",['SJTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zeng_LIFT_Learning_4D_LiDAR_Image_Fusion_Transformer_for_3D_Object_CVPR_2022_paper.pdf
LTP: Lane-Based Trajectory Prediction for Autonomous Driving,Navigation & Autonomous Driving,"['Jingke Wang', 'Tengju Ye']",['Alibaba'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wang_LTP_Lane-Based_Trajectory_Prediction_for_Autonomous_Driving_CVPR_2022_paper.pdf
ONCE-3DLanes: Building Monocular 3D Lane Detection,Navigation & Autonomous Driving,"['Fan Yan', 'Ming Nie']",['Fudan'],https://openaccess.thecvf.com/content/CVPR2022/papers/Yan_ONCE-3DLanes_Building_Monocular_3D_Lane_Detection_CVPR_2022_paper.pdf
Privacy Preserving Partial Localization,Navigation & Autonomous Driving,"['Marcel Geppert', 'Viktor Larsson']",['ETHZ'],https://openaccess.thecvf.com/content/CVPR2022/papers/Geppert_Privacy_Preserving_Partial_Localization_CVPR_2022_paper.pdf
Pyramid Architecture for Multi-Scale Processing in Point Cloud Segmentation,Navigation & Autonomous Driving,"['Dong Nie', 'Rui Lan']",['Alibaba'],https://openaccess.thecvf.com/content/CVPR2022/papers/Nie_Pyramid_Architecture_for_Multi-Scale_Processing_in_Point_Cloud_Segmentation_CVPR_2022_paper.pdf
Rethinking Efficient Lane Detection via Curve Modeling,Navigation & Autonomous Driving,"['Zhengyang Feng', 'Shaohua Guo']",['SJTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Feng_Rethinking_Efficient_Lane_Detection_via_Curve_Modeling_CVPR_2022_paper.pdf
RIDDLE: Lidar Data Compression With Range Image Deep Delta Encoding,Navigation & Autonomous Driving,"['Xuanyu Zhou', 'Charles R. Qi']",['Waymo'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhou_RIDDLE_Lidar_Data_Compression_With_Range_Image_Deep_Delta_Encoding_CVPR_2022_paper.pdf
"ScePT: Scene-Consistent, Policy-Based Trajectory Predictions for Planning",Navigation & Autonomous Driving,"['Yuxiao Chen', 'Boris Ivanovic']",['NVIDIA'],https://openaccess.thecvf.com/content/CVPR2022/papers/Chen_ScePT_Scene-Consistent_Policy-Based_Trajectory_Predictions_for_Planning_CVPR_2022_paper.pdf
SelfD: Self-Learning Large-Scale Driving Policies From the Web,Navigation & Autonomous Driving,"['Jimuyang Zhang', 'Ruizhao Zhu']",['BU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhang_SelfD_Self-Learning_Large-Scale_Driving_Policies_From_the_Web_CVPR_2022_paper.pdf
Stochastic Trajectory Prediction via Motion Indeterminacy Diffusion,Navigation & Autonomous Driving,"['Tianpei Gu', 'Guangyi Chen']",['UCLA'],https://openaccess.thecvf.com/content/CVPR2022/papers/Gu_Stochastic_Trajectory_Prediction_via_Motion_Indeterminacy_Diffusion_CVPR_2022_paper.pdf
Symmetry-Aware Neural Architecture for Embodied Visual Exploration,Navigation & Autonomous Driving,"['Shuang Liu', 'Takayuki Okatani']",['RIKEN'],https://openaccess.thecvf.com/content/CVPR2022/papers/Liu_Symmetry-Aware_Neural_Architecture_for_Embodied_Visual_Exploration_CVPR_2022_paper.pdf
Topology Preserving Local Road Network Estimation From Single Onboard Camera Image,Navigation & Autonomous Driving,"['Yigit Baran Can', 'Alexander Liniger']",['ETHZ'],https://openaccess.thecvf.com/content/CVPR2022/papers/Can_Topology_Preserving_Local_Road_Network_Estimation_From_Single_Onboard_Camera_CVPR_2022_paper.pdf
Towards Driving-Oriented Metric for Lane Detection Models,Navigation & Autonomous Driving,"['Takami Sato', 'Qi Alfred Chen']",['UCI'],https://openaccess.thecvf.com/content/CVPR2022/papers/Sato_Towards_Driving-Oriented_Metric_for_Lane_Detection_Models_CVPR_2022_paper.pdf
Towards Real-World Navigation With Deep Differentiable Planners,Navigation & Autonomous Driving,"['Shu Ishida', 'Jo\\u00e3o F. Henriques']",['VGG'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ishida_Towards_Real-World_Navigation_With_Deep_Differentiable_Planners_CVPR_2022_paper.pdf
Towards Robust and Adaptive Motion Forecasting: A Causal Representation Perspective,Navigation & Autonomous Driving,"['Yuejiang Liu', 'Riccardo Cadei']",['EPFL'],https://openaccess.thecvf.com/content/CVPR2022/papers/Liu_Towards_Robust_and_Adaptive_Motion_Forecasting_A_Causal_Representation_Perspective_CVPR_2022_paper.pdf
"Vehicle Trajectory Prediction Works, but Not Everywhere",Navigation & Autonomous Driving,"['Mohammadhossein Bahari', 'Saeed Saadatnejad']",['EPFL'],https://openaccess.thecvf.com/content/CVPR2022/papers/Bahari_Vehicle_Trajectory_Prediction_Works_but_Not_Everywhere_CVPR_2022_paper.pdf
A Hybrid Quantum-Classical Algorithm for Robust Fitting,Optimization Methods,"['Anh-Dzung Doan', 'Michele Sasdelli']",['Adelaide'],https://openaccess.thecvf.com/content/CVPR2022/papers/Doan_A_Hybrid_Quantum-Classical_Algorithm_for_Robust_Fitting_CVPR_2022_paper.pdf
A Scalable Combinatorial Solver for Elastic Geometrically Consistent 3D Shape Matching,Optimization Methods,"['Paul Roetzer', 'Paul Swoboda']",['TUM'],https://openaccess.thecvf.com/content/CVPR2022/papers/Roetzer_A_Scalable_Combinatorial_Solver_for_Elastic_Geometrically_Consistent_3D_Shape_CVPR_2022_paper.pdf
A Unified Framework for Implicit Sinkhorn Differentiation,Optimization Methods,"['Marvin Eisenberger', 'Aysim Toker']",['TUM'],https://openaccess.thecvf.com/content/CVPR2022/papers/Eisenberger_A_Unified_Framework_for_Implicit_Sinkhorn_Differentiation_CVPR_2022_paper.pdf
AdaSTE: An Adaptive Straight-Through Estimator To Train Binary Neural Networks,Optimization Methods,"['Huu Le', 'Rasmus Kj\\u00e6r H\\u00f8ier']",['Chalmers'],https://openaccess.thecvf.com/content/CVPR2022/papers/Le_AdaSTE_An_Adaptive_Straight-Through_Estimator_To_Train_Binary_Neural_Networks_CVPR_2022_paper.pdf
AME: Attention and Memory Enhancement in Hyper-Parameter Optimization,Optimization Methods,"['Nuo Xu', 'Jianlong Chang']",['CAS'],https://openaccess.thecvf.com/content/CVPR2022/papers/Xu_AME_Attention_and_Memory_Enhancement_in_Hyper-Parameter_Optimization_CVPR_2022_paper.pdf
An Iterative Quantum Approach for Transformation Estimation From Point Sets,Optimization Methods,"['Natacha Kuete Meli', 'Florian Mannel']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Meli_An_Iterative_Quantum_Approach_for_Transformation_Estimation_From_Point_Sets_CVPR_2022_paper.pdf
Computing Wasserstein-p Distance Between Images With Linear Cost,Optimization Methods,"['Yidong Chen', 'Chen Li']",['CAS'],https://openaccess.thecvf.com/content/CVPR2022/papers/Chen_Computing_Wasserstein-p_Distance_Between_Images_With_Linear_Cost_CVPR_2022_paper.pdf
Data-Free Network Compression via Parametric Non-Uniform Mixed Precision Quantization,Optimization Methods,"['Vladimir Chikin', 'Mikhail Antiukh']",['Huawei'],https://openaccess.thecvf.com/content/CVPR2022/papers/Chikin_Data-Free_Network_Compression_via_Parametric_Non-Uniform_Mixed_Precision_Quantization_CVPR_2022_paper.pdf
Efficient Maximal Coding Rate Reduction by Variational Forms,Optimization Methods,"['Christina Baek', 'Ziyang Wu']",['CMU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Baek_Efficient_Maximal_Coding_Rate_Reduction_by_Variational_Forms_CVPR_2022_paper.pdf
FastDOG: Fast Discrete Optimization on GPU,Optimization Methods,"['Ahmed Abbas', 'Paul Swoboda']",['MPII'],https://openaccess.thecvf.com/content/CVPR2022/papers/Abbas_FastDOG_Fast_Discrete_Optimization_on_GPU_CVPR_2022_paper.pdf
Training Quantised Neural Networks With STE Variants: The Additive Noise Annealing Algorithm,Optimization Methods,"['Matteo Spallanzani', 'Gian Paolo Leonardi']",['ETH'],https://openaccess.thecvf.com/content/CVPR2022/papers/Spallanzani_Training_Quantised_Neural_Networks_With_STE_Variants_The_Additive_Noise_CVPR_2022_paper.pdf
HyperTransformer: A Textural and Spectral Feature Fusion Transformer for Pansharpening,Photogrammetry and Remote Sensing,"['Wele Gedara Chaminda Bandara', 'Vishal M. Patel']",['JHU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Bandara_HyperTransformer_A_Textural_and_Spectral_Feature_Fusion_Transformer_for_Pansharpening_CVPR_2022_paper.pdf
Memory-Augmented Deep Conditional Unfolding Network for Pan-Sharpening,Photogrammetry and Remote Sensing,"['Gang Yang', 'Man Zhou']",['USTC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Yang_Memory-Augmented_Deep_Conditional_Unfolding_Network_for_Pan-Sharpening_CVPR_2022_paper.pdf
Mutual Information-Driven Pan-Sharpening,Photogrammetry and Remote Sensing,"['Man Zhou', 'Keyu Yan']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Zhou_Mutual_Information-Driven_Pan-Sharpening_CVPR_2022_paper.pdf
Oriented RepPoints for Aerial Object Detection,Photogrammetry and Remote Sensing,"['Wentong Li', 'Yijie Chen']",['ZJU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Li_Oriented_RepPoints_for_Aerial_Object_Detection_CVPR_2022_paper.pdf
PolyWorld: Polygonal Building Extraction With Graph Neural Networks in Satellite Images,Photogrammetry and Remote Sensing,"['Stefano Zorzi', 'Shabab Bazrafkan']",['TUGraz'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zorzi_PolyWorld_Polygonal_Building_Extraction_With_Graph_Neural_Networks_in_Satellite_CVPR_2022_paper.pdf
Revisiting Near\/Remote Sensing With Geospatial Attention,Photogrammetry and Remote Sensing,"['Scott Workman', 'M. Usman Rafique']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Workman_Revisiting_NearRemote_Sensing_With_Geospatial_Attention_CVPR_2022_paper.pdf
Self-Supervised Super-Resolution for Multi-Exposure Push-Frame Satellites,Photogrammetry and Remote Sensing,"['Ngoc Long Nguyen', 'J\\u00e9r\\u00e9my Anger']",['UPS'],https://openaccess.thecvf.com/content/CVPR2022/papers/Nguyen_Self-Supervised_Super-Resolution_for_Multi-Exposure_Push-Frame_Satellites_CVPR_2022_paper.pdf
Sparse and Complete Latent Organization for Geospatial Semantic Segmentation,Photogrammetry and Remote Sensing,"['Fengyu Yang', 'Chenyang Ma']",['UM'],https://openaccess.thecvf.com/content/CVPR2022/papers/Yang_Sparse_and_Complete_Latent_Organization_for_Geospatial_Semantic_Segmentation_CVPR_2022_paper.pdf
The Probabilistic Normal Epipolar Constraint for Frame-to-Frame Rotation Optimization Under Uncertain Feature Positions,Photogrammetry and Remote Sensing,"['Dominik Muhle', 'Lukas Koestler']",['TUM'],https://openaccess.thecvf.com/content/CVPR2022/papers/Muhle_The_Probabilistic_Normal_Epipolar_Constraint_for_Frame-to-Frame_Rotation_Optimization_Under_CVPR_2022_paper.pdf
Using 3D Topological Connectivity for Ghost Particle Reduction in Flow Reconstruction,Photogrammetry and Remote Sensing,"['Christina Tsalicoglou', 'Thomas R\\u00f6sgen']",['ETHZ'],https://openaccess.thecvf.com/content/CVPR2022/papers/Tsalicoglou_Using_3D_Topological_Connectivity_for_Ghost_Particle_Reduction_in_Flow_CVPR_2022_paper.pdf
Deep Depth From Focus With Differential Focus Volume,Physics-Based Vision and Shape-From-X,"['Fengting Yang', 'Xiaolei Huang']",['PSU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Yang_Deep_Depth_From_Focus_With_Differential_Focus_Volume_CVPR_2022_paper.pdf
DiLiGenT102: A Photometric Stereo Benchmark Dataset With Controlled Shape and Material Variation,Physics-Based Vision and Shape-From-X,"['Jieji Ren', 'Feishi Wang']",['SJTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ren_DiLiGenT102_A_Photometric_Stereo_Benchmark_Dataset_With_Controlled_Shape_and_CVPR_2022_paper.pdf
Estimating Fine-Grained Noise Model via Contrastive Learning,Physics-Based Vision and Shape-From-X,"['Yunhao Zou', 'Ying Fu']",['BIT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Zou_Estimating_Fine-Grained_Noise_Model_via_Contrastive_Learning_CVPR_2022_paper.pdf
Fast Light-Weight Near-Field Photometric Stereo,Physics-Based Vision and Shape-From-X,"['Daniel Lichy', 'Soumyadip Sengupta']",['UMD'],https://openaccess.thecvf.com/content/CVPR2022/papers/Lichy_Fast_Light-Weight_Near-Field_Photometric_Stereo_CVPR_2022_paper.pdf
Glass Segmentation Using Intensity and Spectral Polarization Cues,Physics-Based Vision and Shape-From-X,"['Haiyang Mei', 'Bo Dong']",['DUT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Mei_Glass_Segmentation_Using_Intensity_and_Spectral_Polarization_Cues_CVPR_2022_paper.pdf
MNSRNet: Multimodal Transformer Network for 3D Surface Super-Resolution,Physics-Based Vision and Shape-From-X,"['Wuyuan Xie', 'Tengcong Huang']",['SZU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Xie_MNSRNet_Multimodal_Transformer_Network_for_3D_Surface_Super-Resolution_CVPR_2022_paper.pdf
NAN: Noise-Aware NeRFs for Burst-Denoising,Physics-Based Vision and Shape-From-X,"['Naama Pearl', 'Tali Treibitz']",['Haifa'],https://openaccess.thecvf.com/content/CVPR2022/papers/Pearl_NAN_Noise-Aware_NeRFs_for_Burst-Denoising_CVPR_2022_paper.pdf
Optimal LED Spectral Multiplexing for NIR2RGB Translation,Physics-Based Vision and Shape-From-X,"['Lei Liu', 'Yuze Chen']",['SJTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Liu_Optimal_LED_Spectral_Multiplexing_for_NIR2RGB_Translation_CVPR_2022_paper.pdf
PhyIR: Physics-Based Inverse Rendering for Panoramic Indoor Images,Physics-Based Vision and Shape-From-X,"['Zhen Li', 'Lingli Wang']",[' data-aff='],https://openaccess.thecvf.com/content/CVPR2022/papers/Li_PhyIR_Physics-Based_Inverse_Rendering_for_Panoramic_Indoor_Images_CVPR_2022_paper.pdf
Real-Time Hyperspectral Imaging in Hardware via Trained Metasurface Encoders,Physics-Based Vision and Shape-From-X,"['Maksim Makarenko', 'Arturo Burguete-Lopez']",['KAUST'],https://openaccess.thecvf.com/content/CVPR2022/papers/Makarenko_Real-Time_Hyperspectral_Imaging_in_Hardware_via_Trained_Metasurface_Encoders_CVPR_2022_paper.pdf
Shape From Polarization for Complex Scenes in the Wild,Physics-Based Vision and Shape-From-X,"['Chenyang Lei', 'Chenyang Qi']",['HKUST'],https://openaccess.thecvf.com/content/CVPR2022/papers/Lei_Shape_From_Polarization_for_Complex_Scenes_in_the_Wild_CVPR_2022_paper.pdf
Shape From Thermal Radiation: Passive Ranging Using Multi-Spectral LWIR Measurements,Physics-Based Vision and Shape-From-X,"['Yasuto Nagase', 'Takahiro Kushida']",['NAIST'],https://openaccess.thecvf.com/content/CVPR2022/papers/Nagase_Shape_From_Thermal_Radiation_Passive_Ranging_Using_Multi-Spectral_LWIR_Measurements_CVPR_2022_paper.pdf
Uncertainty-Aware Deep Multi-View Photometric Stereo,Physics-Based Vision and Shape-From-X,"['Berk Kaya', 'Suryansh Kumar']",['ETHZ'],https://openaccess.thecvf.com/content/CVPR2022/papers/Kaya_Uncertainty-Aware_Deep_Multi-View_Photometric_Stereo_CVPR_2022_paper.pdf
Universal Photometric Stereo Network Using Global Lighting Contexts,Physics-Based Vision and Shape-From-X,"['Satoshi Ikehata', 'Mohsen Gholami']",['NII'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ikehata_Universal_Photometric_Stereo_Network_Using_Global_Lighting_Contexts_CVPR_2022_paper.pdf
AdaptPose: Cross-Dataset Adaptation for 3D Human Pose Estimation by Learnable Motion Generation,Pose Estimation & Tracking,"['Mohsen Gholami', 'Bastian Wandt']",['UBC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Gholami_AdaptPose_Cross-Dataset_Adaptation_for_3D_Human_Pose_Estimation_by_Learnable_CVPR_2022_paper.pdf
BCOT: A Markerless High-Precision 3D Object Tracking Benchmark,Pose Estimation & Tracking,"['Jiachen Li', 'Bin Wang']",['SDU'],https://openaccess.thecvf.com/content/CVPR2022/papers/Li_BCOT_A_Markerless_High-Precision_3D_Object_Tracking_Benchmark_CVPR_2022_paper.pdf
BodyMap: Learning Full-Body Dense Correspondence Map,Pose Estimation & Tracking,"['Anastasia Ianina', 'Nikolaos Sarafianos']",['MIPT'],https://openaccess.thecvf.com/content/CVPR2022/papers/Ianina_BodyMap_Learning_Full-Body_Dense_Correspondence_Map_CVPR_2022_paper.pdf
Capturing and Inferring Dense Full-Body Human-Scene Contact,Pose Estimation & Tracking,"['Chun-Hao P. Huang', 'Hongwei Yi']",['MPI-IS'],https://openaccess.thecvf.com/content/CVPR2022/papers/Huang_Capturing_and_Inferring_Dense_Full-Body_Human-Scene_Contact_CVPR_2022_paper.pdf
Capturing Humans in Motion: Temporal-Attentive 3D Human Pose and Shape Estimation From Monocular Video,Pose Estimation & Tracking,"['Wen-Li Wei', 'Jen-Chun Lin']",['AS'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wei_Capturing_Humans_in_Motion_Temporal-Attentive_3D_Human_Pose_and_Shape_CVPR_2022_paper.pdf
COAP: Compositional Articulated Occupancy of People,Pose Estimation & Tracking,"['Marko Mihajlovic', 'Shunsuke Saito']",['ETHZ'],https://openaccess.thecvf.com/content/CVPR2022/papers/Mihajlovic_COAP_Compositional_Articulated_Occupancy_of_People_CVPR_2022_paper.pdf
Coupled Iterative Refinement for 6D Multi-Object Pose Estimation,Pose Estimation & Tracking,"['Lahav Lipson', 'Zachary Teed']",['Princeton'],https://openaccess.thecvf.com/content/CVPR2022/papers/Lipson_Coupled_Iterative_Refinement_for_6D_Multi-Object_Pose_Estimation_CVPR_2022_paper.pdf
CPPF: Towards Robust Category-Level 9D Pose Estimation in the Wild,Pose Estimation & Tracking,"['Yang You', 'Ruoxi Shi']",['SJTU'],https://openaccess.thecvf.com/content/CVPR2022/papers/You_CPPF_Towards_Robust_Category-Level_9D_Pose_Estimation_in_the_Wild_CVPR_2022_paper.pdf
Differentiable Dynamics for Articulated 3D Human Motion Reconstruction,Pose Estimation & Tracking,"['Erik G\\u00e4rtner', 'Mykhaylo Andriluka']",['Google'],https://openaccess.thecvf.com/content/CVPR2022/papers/Gartner_Differentiable_Dynamics_for_Articulated_3D_Human_Motion_Reconstruction_CVPR_2022_paper.pdf
DiffPoseNet: Direct Differentiable Camera Pose Estimation,Pose Estimation & Tracking,"['Chethan M. Parameshwara', 'Gokul Hari']",['UMD'],https://openaccess.thecvf.com/content/CVPR2022/papers/Parameshwara_DiffPoseNet_Direct_Differentiable_Camera_Pose_Estimation_CVPR_2022_paper.pdf
Distribution-Aware Single-Stage Models for Multi-Person 3D Pose Estimation,Pose Estimation & Tracking,"['Zitian Wang', 'Xuecheng Nie']",['Beihang'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wang_Distribution-Aware_Single-Stage_Models_for_Multi-Person_3D_Pose_Estimation_CVPR_2022_paper.pdf
ElePose: Unsupervised 3D Human Pose Estimation by Predicting Camera Elevation and Learning Normalizing Flows on 2D Poses,Pose Estimation & Tracking,"['Bastian Wandt', 'James J. Little']",['UBC'],https://openaccess.thecvf.com/content/CVPR2022/papers/Wandt_ElePose_Unsupervised_3D_Human_Pose_Estimation_by_Predicting_Camera_Elevation_CVPR_2022_paper.pdf
ES6D: A Computation Efficient and Symmetry-Aware 6D Pose Regression Framework,Pose Estimation & Tracking,"['Ningkai Mo', 'Wanshui Gan']",['CAS'],https://openaccess.thecvf.com/content/CVPR2022/papers/Mo_ES6D_A_Computation_Efficient_and_Symmetry-Aware_6D_Pose_Regression_Framework_CVPR_2022_paper.pdf
